h_a;xG;xGA;Dif;scored;missed;xpts;result;date;result;wins;draws;loses;pts;team_name;league_name;year
h;3.37988;1.59819;1.78169;2;2;2.5658;d;06/10/2019;D;0;1;0;1;Bologna;Serie_A;2019
h;2.25191;0.507876;1.744034;2;1;2.6541;w;27/10/2019;W;1;0;0;3;Bologna;Serie_A;2019
a;1.85862;0.56981;1.28881;0;1;2.3705;l;12/01/2020;L;0;0;1;0;Bologna;Serie_A;2019
h;2.17197;0.835919;1.336051;2;1;2.3889;w;01/02/2020;W;1;0;0;3;Bologna;Serie_A;2019
a;2.32825;1.00506;1.32319;2;1;2.4125;w;28/06/2020;W;1;0;0;3;Bologna;Serie_A;2019
a;1.88829;0.264026;1.624264;1;0;2.6293;w;24/08/2019;W;1;0;0;3;Juventus;Serie_A;2019
a;1.88191;0.686153;1.195757;2;1;2.2775;w;24/09/2019;W;1;0;0;3;Juventus;Serie_A;2019
a;1.78754;0.35915;1.42839;1;0;2.5085;w;02/11/2019;W;1;0;0;3;Juventus;Serie_A;2019
h;1.3483;0.206503;1.141797;2;1;2.3662;w;19/01/2020;W;1;0;0;3;Juventus;Serie_A;2019
h;2.91178;0.913393;1.998387;3;0;2.7071;w;02/02/2020;W;1;0;0;3;Juventus;Serie_A;2019
a;1.78947;0.577534;1.211936;2;0;2.3623;w;22/06/2020;W;1;0;0;3;Juventus;Serie_A;2019
h;1.79282;0.699271;1.093549;2;2;2.3771;d;11/07/2020;D;0;1;0;1;Juventus;Serie_A;2019
h;1.87593;0.603538;1.272392;1;0;2.4748;w;20/10/2019;W;1;0;0;3;Udinese;Serie_A;2019
h;2.14016;0.64597;1.49419;2;1;2.4819;w;21/12/2019;W;1;0;0;3;Udinese;Serie_A;2019
h;1.87301;0.770996;1.102014;3;0;2.202;w;12/01/2020;W;1;0;0;3;Udinese;Serie_A;2019
a;2.40665;0.712227;1.694423;1;1;2.4997;d;09/02/2020;D;0;1;0;1;Udinese;Serie_A;2019
a;1.949;0.722766;1.226234;2;0;2.3392;w;02/07/2020;W;1;0;0;3;Udinese;Serie_A;2019
a;1.34662;0.325928;1.020692;3;0;2.3153;w;09/07/2020;W;1;0;0;3;Udinese;Serie_A;2019
a;2.14872;0.997909;1.150811;1;0;2.2389;w;02/08/2020;W;1;0;0;3;Udinese;Serie_A;2019
a;2.55768;0.85727;1.70041;2;2;2.5287;d;08/12/2019;D;0;1;0;1;Genoa;Serie_A;2019
a;1.71559;0.573068;1.142522;3;0;2.3925;w;15/02/2020;W;1;0;0;3;Genoa;Serie_A;2019
h;1.8371;0.216688;1.620412;1;0;2.6055;w;22/09/2019;W;1;0;0;3;Sampdoria;Serie_A;2019
h;2.13455;0.281611;1.852939;2;1;2.7476;w;24/11/2019;W;1;0;0;3;Sampdoria;Serie_A;2019
a;1.99284;0.596273;1.396567;3;1;2.4839;w;08/02/2020;W;1;0;0;3;Sampdoria;Serie_A;2019
h;1.60851;0.50364;1.10487;3;0;2.3114;w;15/07/2020;W;1;0;0;3;Sampdoria;Serie_A;2019
h;2.66279;1.24293;1.41986;4;1;2.3556;w;01/09/2019;W;1;0;0;3;Sassuolo;Serie_A;2019
h;2.01353;0.923321;1.090209;3;0;2.1547;w;22/09/2019;W;1;0;0;3;Sassuolo;Serie_A;2019
a;2.17105;0.483324;1.687726;2;2;2.6296;d;03/11/2019;D;0;1;0;1;Sassuolo;Serie_A;2019
h;1.936;0.762659;1.173341;2;2;2.3179;d;08/12/2019;D;0;1;0;1;Sassuolo;Serie_A;2019
h;2.12473;0.469272;1.655458;3;0;2.5473;w;09/03/2020;W;1;0;0;3;Sassuolo;Serie_A;2019
a;1.83016;0.672886;1.157274;2;1;2.2621;w;11/07/2020;W;1;0;0;3;Sassuolo;Serie_A;2019
h;3.04916;1.10579;1.94337;5;0;2.5332;w;29/07/2020;W;1;0;0;3;Sassuolo;Serie_A;2019
a;3.0665;1.37591;1.69059;4;1;2.5754;w;22/09/2019;W;1;0;0;3;Napoli;Serie_A;2019
h;1.89418;0.534885;1.359295;0;1;2.3591;l;25/09/2019;L;0;0;1;0;Napoli;Serie_A;2019
h;2.50124;1.14541;1.35583;2;1;2.3353;w;29/09/2019;W;1;0;0;3;Napoli;Serie_A;2019
h;3.19908;1.33873;1.86035;2;2;2.5477;d;30/10/2019;D;0;1;0;1;Napoli;Serie_A;2019
h;3.48129;1.83334;1.64795;2;3;2.4148;l;09/02/2020;L;0;0;1;0;Napoli;Serie_A;2019
h;2.15689;0.824974;1.331916;2;1;2.346;w;29/02/2020;W;1;0;0;3;Napoli;Serie_A;2019
h;1.95132;0.530265;1.421055;3;1;2.4228;w;28/06/2020;W;1;0;0;3;Napoli;Serie_A;2019
h;2.34423;0.696395;1.647835;2;1;2.5545;w;05/07/2020;W;1;0;0;3;Napoli;Serie_A;2019
a;1.58643;0.458319;1.128111;2;1;2.2398;w;08/07/2020;W;1;0;0;3;Napoli;Serie_A;2019
h;2.4361;0.636029;1.800071;2;0;2.5834;w;25/07/2020;W;1;0;0;3;Napoli;Serie_A;2019
h;2.14366;0.408768;1.734892;4;0;2.5825;w;26/08/2019;W;1;0;0;3;Inter;Serie_A;2019
a;1.77917;0.479896;1.299274;2;1;2.5063;w;01/09/2019;W;1;0;0;3;Inter;Serie_A;2019
h;1.56746;0.250925;1.316535;1;0;2.4965;w;14/09/2019;W;1;0;0;3;Inter;Serie_A;2019
a;2.49224;1.09144;1.4008;2;0;2.3902;w;21/09/2019;W;1;0;0;3;Inter;Serie_A;2019
h;2.41687;0.950313;1.466557;2;2;2.3786;d;26/10/2019;D;0;1;0;1;Inter;Serie_A;2019
a;2.09958;0.380245;1.719335;2;1;2.6719;w;02/11/2019;W;1;0;0;3;Inter;Serie_A;2019
a;1.46431;0.431759;1.032551;3;0;2.2374;w;23/11/2019;W;1;0;0;3;Inter;Serie_A;2019
h;2.07846;0.214697;1.863763;0;0;2.7114;d;06/12/2019;D;0;1;0;1;Inter;Serie_A;2019
a;2.1611;1.01391;1.14719;1;1;2.1924;d;19/01/2020;D;0;1;0;1;Inter;Serie_A;2019
a;2.66609;0.728686;1.937404;2;0;2.6475;w;02/02/2020;W;1;0;0;3;Inter;Serie_A;2019
h;2.49624;0.541736;1.954504;2;1;2.6788;w;21/06/2020;W;1;0;0;3;Inter;Serie_A;2019
h;3.29381;2.00772;1.28609;3;3;2.3093;d;24/06/2020;D;0;1;0;1;Inter;Serie_A;2019
a;2.45298;1.00413;1.44885;2;1;2.3692;w;28/06/2020;W;1;0;0;3;Inter;Serie_A;2019
h;2.71687;1.07199;1.64488;1;2;2.5366;l;05/07/2020;L;0;0;1;0;Inter;Serie_A;2019
a;2.53043;0.811137;1.719293;4;0;2.5721;w;16/07/2020;W;1;0;0;3;Inter;Serie_A;2019
h;2.59401;0.632994;1.961016;0;0;2.6612;d;22/07/2020;D;0;1;0;1;Inter;Serie_A;2019
a;2.09129;0.396594;1.694696;3;0;2.6452;w;25/07/2020;W;1;0;0;3;Inter;Serie_A;2019
h;1.83194;0.684714;1.147226;2;3;2.2121;l;01/09/2019;L;0;0;1;0;Atalanta;Serie_A;2019
a;2.43373;1.35423;1.0795;2;1;2.1564;w;15/09/2019;W;1;0;0;3;Atalanta;Serie_A;2019
a;2.42758;0.442236;1.985344;4;1;2.7139;w;28/09/2019;W;1;0;0;3;Atalanta;Serie_A;2019
h;2.78945;1.20522;1.58423;1;3;2.4261;l;23/11/2019;L;0;0;1;0;Atalanta;Serie_A;2019
a;2.66863;1.2071;1.46153;3;0;2.2991;w;30/11/2019;W;1;0;0;3;Atalanta;Serie_A;2019
h;2.5171;1.19011;1.32699;3;2;2.3151;w;07/12/2019;W;1;0;0;3;Atalanta;Serie_A;2019
a;2.54235;0.728607;1.813743;1;1;2.6614;d;11/01/2020;D;0;1;0;1;Atalanta;Serie_A;2019
h;2.45221;1.21091;1.2413;1;2;2.2276;l;20/01/2020;L;0;0;1;0;Atalanta;Serie_A;2019
h;2.71252;1.51621;1.19631;2;2;2.2188;d;02/02/2020;D;0;1;0;1;Atalanta;Serie_A;2019
a;1.76133;0.427977;1.333353;2;1;2.4856;w;08/02/2020;W;1;0;0;3;Atalanta;Serie_A;2019
h;1.59147;0.298212;1.293258;2;1;2.5738;w;15/02/2020;W;1;0;0;3;Atalanta;Serie_A;2019
h;2.25586;0.661396;1.594464;3;2;2.495;w;24/06/2020;W;1;0;0;3;Atalanta;Serie_A;2019
h;2.44363;0.867428;1.576202;6;2;2.4436;w;14/07/2020;W;1;0;0;3;Atalanta;Serie_A;2019
h;1.53325;0.420837;1.112413;1;0;2.2338;w;21/07/2020;W;1;0;0;3;Atalanta;Serie_A;2019
a;2.14411;0.459668;1.684442;1;1;2.6532;d;24/07/2020;D;0;1;0;1;Atalanta;Serie_A;2019
h;1.47787;0.324648;1.153222;0;0;2.3429;d;14/09/2019;D;0;1;0;1;Fiorentina;Serie_A;2019
h;1.94827;0.642879;1.305391;2;1;2.3302;w;25/09/2019;W;1;0;0;3;Fiorentina;Serie_A;2019
a;3.03573;2.02602;1.00971;5;1;2.1075;w;16/02/2020;W;1;0;0;3;Fiorentina;Serie_A;2019
h;2.00153;0.763896;1.237634;1;1;2.3924;d;22/02/2020;D;0;1;0;1;Fiorentina;Serie_A;2019
a;2.7301;1.30598;1.42412;2;1;2.4593;w;05/07/2020;W;1;0;0;3;Fiorentina;Serie_A;2019
h;1.60925;0.592972;1.016278;1;1;2.2471;d;12/07/2020;D;0;1;0;1;Fiorentina;Serie_A;2019
h;1.29061;0.236748;1.053862;2;0;2.2696;w;19/07/2020;W;1;0;0;3;Fiorentina;Serie_A;2019
h;2.38995;1.30437;1.08558;4;0;2.2448;w;29/07/2020;W;1;0;0;3;Fiorentina;Serie_A;2019
a;2.24878;0.861493;1.387287;3;1;2.3534;w;02/08/2020;W;1;0;0;3;Fiorentina;Serie_A;2019
h;1.9308;0.860645;1.070155;1;0;2.2007;w;31/08/2019;W;1;0;0;3;AC Milan;Serie_A;2019
a;1.47177;0.465316;1.006454;1;0;2.3105;w;15/09/2019;W;1;0;0;3;AC Milan;Serie_A;2019
a;2.29514;1.0873;1.20784;1;2;2.322;l;26/09/2019;L;0;0;1;0;AC Milan;Serie_A;2019
h;1.90677;0.335973;1.570797;1;0;2.6426;w;31/10/2019;W;1;0;0;3;AC Milan;Serie_A;2019
a;2.13566;0.198769;1.936891;1;0;2.6932;w;01/12/2019;W;1;0;0;3;AC Milan;Serie_A;2019
a;2.41751;1.24829;1.16922;3;2;2.2818;w;08/12/2019;W;1;0;0;3;AC Milan;Serie_A;2019
h;2.17858;0.84977;1.32881;0;0;2.2742;d;15/12/2019;D;0;1;0;1;AC Milan;Serie_A;2019
h;2.81555;1.18505;1.6305;3;2;2.4143;w;19/01/2020;W;1;0;0;3;AC Milan;Serie_A;2019
a;2.5353;1.25749;1.27781;4;1;2.3166;w;22/06/2020;W;1;0;0;3;AC Milan;Serie_A;2019
h;2.25687;0.601741;1.655129;2;0;2.7068;w;28/06/2020;W;1;0;0;3;AC Milan;Serie_A;2019
h;1.7686;0.710977;1.057623;3;1;2.1458;w;15/07/2020;W;1;0;0;3;AC Milan;Serie_A;2019
a;2.68189;1.18751;1.49438;2;1;2.5125;w;21/07/2020;W;1;0;0;3;AC Milan;Serie_A;2019
a;1.55546;0.376682;1.178778;1;1;2.3487;d;26/07/2020;D;0;1;0;1;Torino;Serie_A;2019
h;1.30807;0.238942;1.069128;1;0;2.3405;w;05/10/2019;W;1;0;0;3;SPAL 2013;Serie_A;2019
h;1.50602;0.505463;1.000557;1;0;2.2973;w;25/09/2019;W;1;0;0;3;Parma Calcio 1913;Serie_A;2019
h;3.27038;1.69923;1.57115;3;2;2.4809;w;30/09/2019;W;1;0;0;3;Parma Calcio 1913;Serie_A;2019
h;2.14614;0.803732;1.342408;2;0;2.4009;w;13/01/2020;W;1;0;0;3;Parma Calcio 1913;Serie_A;2019
a;1.9905;0.820014;1.170486;1;1;2.3011;d;22/12/2019;D;0;1;0;1;Brescia;Serie_A;2019
h;2.39622;0.960359;1.435861;4;0;2.3908;w;02/02/2020;W;1;0;0;3;Lecce;Serie_A;2019
h;3.02321;1.97214;1.05107;2;1;2.0864;w;07/07/2020;W;1;0;0;3;Lecce;Serie_A;2019
a;1.69932;0.446679;1.252641;1;2;2.4418;l;19/07/2020;L;0;0;1;0;Lecce;Serie_A;2019
h;2.53511;0.9591;1.57601;3;1;2.4325;w;22/07/2020;W;1;0;0;3;Lecce;Serie_A;2019
h;2.66328;0.79996;1.86332;3;0;2.5902;w;28/08/2019;W;1;0;0;3;Lille;Ligue_1;2019
h;1.56674;0.294002;1.272738;3;0;2.5129;w;26/10/2019;W;1;0;0;3;Lille;Ligue_1;2019
h;1.65806;0.13875;1.51931;0;0;2.5993;d;09/11/2019;D;0;1;0;1;Lille;Ligue_1;2019
h;1.7125;0.640066;1.072434;1;0;2.2661;w;30/11/2019;W;1;0;0;3;Lille;Ligue_1;2019
a;1.66344;0.50774;1.1557;2;0;2.2952;w;07/02/2020;W;1;0;0;3;Lille;Ligue_1;2019
a;2.01916;0.260158;1.759002;1;0;2.6556;w;01/03/2020;W;1;0;0;3;Lille;Ligue_1;2019
a;2.01186;0.360572;1.651288;2;0;2.6536;w;30/08/2019;W;1;0;0;3;Paris Saint Germain;Ligue_1;2019
a;2.54466;1.13488;1.40978;2;1;2.3274;w;09/11/2019;W;1;0;0;3;Paris Saint Germain;Ligue_1;2019
h;2.68119;0.747212;1.933978;2;0;2.6116;w;22/11/2019;W;1;0;0;3;Paris Saint Germain;Ligue_1;2019
h;2.04225;0.471802;1.570448;2;0;2.5913;w;04/12/2019;W;1;0;0;3;Paris Saint Germain;Ligue_1;2019
a;2.0343;0.384687;1.649613;2;0;2.6277;w;26/01/2020;W;1;0;0;3;Paris Saint Germain;Ligue_1;2019
a;3.45174;1.51396;1.93778;4;4;2.5208;d;15/02/2020;D;0;1;0;1;Paris Saint Germain;Ligue_1;2019
h;2.20537;0.98473;1.22064;3;2;2.2836;w;27/10/2019;W;1;0;0;3;Rennes;Ligue_1;2019
h;2.21888;0.876406;1.342474;3;2;2.4686;w;31/01/2020;W;1;0;0;3;Rennes;Ligue_1;2019
a;1.34033;0.333103;1.007227;0;0;2.379;d;17/08/2019;D;0;1;0;1;Marseille;Ligue_1;2019
h;1.5975;0.32374;1.27376;2;0;2.5275;w;20/10/2019;W;1;0;0;3;Marseille;Ligue_1;2019
a;1.96185;0.896004;1.065846;2;0;2.2578;w;24/11/2019;W;1;0;0;3;Marseille;Ligue_1;2019
a;2.09565;0.782831;1.312819;2;0;2.4109;w;03/12/2019;W;1;0;0;3;Marseille;Ligue_1;2019
h;2.04801;0.15818;1.88983;3;1;2.7336;w;08/12/2019;W;1;0;0;3;Marseille;Ligue_1;2019
h;2.56158;1.17033;1.39125;0;1;2.3471;l;10/08/2019;L;0;0;1;0;Montpellier;Ligue_1;2019
h;2.22081;1.05478;1.16603;2;1;2.2766;w;14/09/2019;W;1;0;0;3;Montpellier;Ligue_1;2019
h;2.74638;1.36346;1.38292;3;1;2.3667;w;05/10/2019;W;1;0;0;3;Montpellier;Ligue_1;2019
h;1.42044;0.251798;1.168642;3;0;2.5505;w;10/11/2019;W;1;0;0;3;Montpellier;Ligue_1;2019
h;2.2249;0.751773;1.473127;4;0;2.4312;w;21/12/2019;W;1;0;0;3;Montpellier;Ligue_1;2019
h;1.84221;0.43555;1.40666;2;1;2.4674;w;25/01/2020;W;1;0;0;3;Montpellier;Ligue_1;2019
h;2.10383;0.147348;1.956482;3;0;2.7757;w;24/08/2019;W;1;0;0;3;Angers;Ligue_1;2019
h;1.92745;0.794221;1.133229;4;1;2.2082;w;22/09/2019;W;1;0;0;3;Angers;Ligue_1;2019
a;1.35732;0.227476;1.129844;2;0;2.3505;w;25/09/2019;W;1;0;0;3;Angers;Ligue_1;2019
h;1.49766;0.240686;1.256974;0;1;2.4084;l;19/10/2019;L;0;0;1;0;Angers;Ligue_1;2019
a;2.0807;0.377125;1.703575;2;1;2.6271;w;24/08/2019;W;1;0;0;3;Nantes;Ligue_1;2019
h;1.33771;0.269194;1.068516;1;0;2.3366;w;05/10/2019;W;1;0;0;3;Nantes;Ligue_1;2019
h;2.87667;1.01185;1.86482;2;1;2.6423;w;01/12/2019;W;1;0;0;3;Nantes;Ligue_1;2019
h;1.86828;0.604143;1.264137;2;1;2.397;w;10/08/2019;W;1;0;0;3;Nice;Ligue_1;2019
a;1.68646;0.592177;1.094283;2;1;2.3475;w;01/09/2019;W;1;0;0;3;Nice;Ligue_1;2019
a;2.32432;1.17252;1.1518;1;2;2.1955;l;23/11/2019;L;0;0;1;0;Nice;Ligue_1;2019
h;1.91838;0.342703;1.575677;3;0;2.6421;w;21/12/2019;W;1;0;0;3;Nice;Ligue_1;2019
h;1.86279;0.626653;1.236137;2;2;2.4687;d;21/02/2020;D;0;1;0;1;Nice;Ligue_1;2019
a;2.87671;1.34345;1.53326;2;2;2.4451;d;01/09/2019;D;0;1;0;1;Monaco;Ligue_1;2019
h;2.39963;0.610006;1.789624;3;1;2.5819;w;24/09/2019;W;1;0;0;3;Monaco;Ligue_1;2019
a;3.56341;1.59548;1.96793;2;1;2.5594;w;04/12/2019;W;1;0;0;3;Monaco;Ligue_1;2019
h;1.28893;0.27328;1.01565;2;0;2.2971;w;31/08/2019;W;1;0;0;3;Toulouse;Ligue_1;2019
h;2.6316;0.717652;1.913948;2;1;2.6856;w;19/10/2019;W;1;0;0;3;Toulouse;Ligue_1;2019
a;1.78927;0.728803;1.060467;0;1;2.37;l;08/02/2020;L;0;0;1;0;Toulouse;Ligue_1;2019
h;2.21564;0.501067;1.714573;1;1;2.5584;d;18/08/2019;D;0;1;0;1;Saint-Etienne;Ligue_1;2019
h;3.1578;1.41787;1.73993;4;1;2.4898;w;04/12/2019;W;1;0;0;3;Saint-Etienne;Ligue_1;2019
h;2.13523;0.690494;1.444736;2;1;2.4782;w;25/01/2020;W;1;0;0;3;Saint-Etienne;Ligue_1;2019
a;2.4587;0.882462;1.576238;1;3;2.4789;l;02/02/2020;L;0;0;1;0;Saint-Etienne;Ligue_1;2019
h;2.0996;0.192769;1.906831;6;0;2.7313;w;03/12/2019;W;1;0;0;3;Bordeaux;Ligue_1;2019
a;2.11814;0.672638;1.445502;2;1;2.4641;w;08/02/2020;W;1;0;0;3;Bordeaux;Ligue_1;2019
h;2.02221;0.407018;1.615192;1;1;2.6145;d;01/03/2020;D;0;1;0;1;Bordeaux;Ligue_1;2019
h;1.29988;0.137662;1.162218;1;0;2.5871;w;16/02/2020;W;1;0;0;3;Reims;Ligue_1;2019
h;1.49515;0.347737;1.147413;6;0;2.3795;w;16/08/2019;W;1;0;0;3;Lyon;Ligue_1;2019
a;1.79736;0.384927;1.412433;2;2;2.4942;d;13/09/2019;D;0;1;0;1;Lyon;Ligue_1;2019
h;1.85901;0.357988;1.501022;0;0;2.4853;d;19/10/2019;D;0;1;0;1;Lyon;Ligue_1;2019
h;1.93726;0.548122;1.389138;2;0;2.4652;w;26/10/2019;W;1;0;0;3;Lyon;Ligue_1;2019
a;2.43061;0.71442;1.71619;2;1;2.5383;w;11/01/2020;W;1;0;0;3;Lyon;Ligue_1;2019
a;1.5696;0.135117;1.434483;2;0;2.6684;w;21/02/2020;W;1;0;0;3;Lyon;Ligue_1;2019
a;1.50948;0.508142;1.001338;1;1;2.2772;d;05/02/2020;D;0;1;0;1;Metz;Ligue_1;2019
h;2.15127;0.916517;1.234753;1;2;2.3088;l;10/08/2019;L;0;0;1;0;Dijon;Ligue_1;2019
a;2.00972;0.615946;1.393774;2;2;2.4812;d;27/10/2019;D;0;1;0;1;Amiens;Ligue_1;2019
h;1.60857;0.252178;1.356392;1;1;2.4896;d;11/08/2019;D;0;1;0;1;Strasbourg;Ligue_1;2019
h;1.62131;0.496085;1.125225;0;2;2.3491;l;25/08/2019;L;0;0;1;0;Strasbourg;Ligue_1;2019
h;1.87224;0.553506;1.318734;2;1;2.4608;w;20/09/2019;W;1;0;0;3;Strasbourg;Ligue_1;2019
h;2.00977;0.937597;1.072173;1;0;2.154;w;26/10/2019;W;1;0;0;3;Strasbourg;Ligue_1;2019
h;2.334;0.8598;1.4742;3;0;2.3896;w;31/08/2019;W;1;0;0;3;Nimes;Ligue_1;2019
h;1.63031;0.504333;1.125977;2;0;2.3535;w;11/01/2020;W;1;0;0;3;Nimes;Ligue_1;2019
a;1.71921;0.704132;1.015078;3;1;2.209;w;08/02/2020;W;1;0;0;3;Nimes;Ligue_1;2019
h;2.10109;0.950504;1.150586;2;0;2.2554;w;26/10/2019;W;1;0;0;3;Brest;Ligue_1;2019
h;2.23505;0.775747;1.459303;5;0;2.4819;w;03/12/2019;W;1;0;0;3;Brest;Ligue_1;2019
h;2.53255;1.13522;1.39733;0;0;2.3594;d;14/12/2019;D;0;1;0;1;Brest;Ligue_1;2019
a;2.2102;1.0983;1.1119;3;1;2.149;w;27/09/2020;W;1;0;0;3;Sevilla;La_liga;2020
h;1.98558;0.198368;1.787212;0;1;2.7435;l;24/10/2020;L;0;0;1;0;Sevilla;La_liga;2020
a;1.69981;0.167609;1.532201;1;0;2.6534;w;28/11/2020;W;1;0;0;3;Sevilla;La_liga;2020
a;1.85011;0.559111;1.290999;1;0;2.4485;w;22/12/2020;W;1;0;0;3;Sevilla;La_liga;2020
h;2.9243;1.05731;1.86699;3;2;2.5429;w;09/01/2021;W;1;0;0;3;Sevilla;La_liga;2020
h;2.51675;1.16695;1.3498;3;0;2.304;w;23/01/2021;W;1;0;0;3;Sevilla;La_liga;2020
h;2.03342;0.209522;1.823898;3;0;2.7554;w;06/02/2021;W;1;0;0;3;Sevilla;La_liga;2020
h;1.95263;0.612799;1.339831;2;0;2.4109;w;17/03/2021;W;1;0;0;3;Sevilla;La_liga;2020
h;1.89943;0.551951;1.347479;1;0;2.4828;w;04/04/2021;W;1;0;0;3;Sevilla;La_liga;2020
a;2.05149;0.310335;1.741155;1;0;2.8049;w;21/04/2021;W;1;0;0;3;Sevilla;La_liga;2020
h;2.19684;0.315862;1.880978;3;0;2.7425;w;03/10/2020;W;1;0;0;3;Real Sociedad;La_liga;2020
a;1.58336;0.304528;1.278832;3;0;2.5419;w;18/10/2020;W;1;0;0;3;Real Sociedad;La_liga;2020
h;1.79773;0.591473;1.206257;4;1;2.3632;w;25/10/2020;W;1;0;0;3;Real Sociedad;La_liga;2020
a;1.90588;0.0824748;1.8234052;1;0;2.7545;w;22/11/2020;W;1;0;0;3;Real Sociedad;La_liga;2020
a;1.39953;0.249462;1.150068;0;0;2.4513;d;06/12/2020;D;0;1;0;1;Real Sociedad;La_liga;2020
a;1.84296;0.172341;1.670619;1;0;2.7489;w;31/12/2020;W;1;0;0;3;Real Sociedad;La_liga;2020
h;2.24597;0.638534;1.607436;2;2;2.5421;d;23/01/2021;D;0;1;0;1;Real Sociedad;La_liga;2020
h;2.19014;0.504303;1.685837;2;1;2.6828;w;22/04/2021;W;1;0;0;3;Real Sociedad;La_liga;2020
a;2.08092;0.41494;1.66598;1;0;2.6015;w;22/05/2021;W;1;0;0;3;Real Sociedad;La_liga;2020
h;1.70992;0.62541;1.08451;1;0;2.2964;w;17/10/2020;W;1;0;0;3;Getafe;La_liga;2020
a;3.17089;1.21278;1.95811;3;1;2.6336;w;11/01/2021;W;1;0;0;3;Getafe;La_liga;2020
h;2.19426;0.618079;1.576181;0;0;2.5473;d;18/04/2021;D;0;1;0;1;Getafe;La_liga;2020
a;1.79241;0.631932;1.160478;0;0;2.3055;d;30/09/2020;D;0;1;0;1;Atletico Madrid;La_liga;2020
a;3.06286;1.42768;1.63518;3;1;2.5045;w;31/10/2020;W;1;0;0;3;Atletico Madrid;La_liga;2020
h;2.10005;0.522281;1.577769;3;1;2.6106;w;19/12/2020;W;1;0;0;3;Atletico Madrid;La_liga;2020
h;2.05311;0.250249;1.802861;3;1;2.6813;w;24/01/2021;W;1;0;0;3;Atletico Madrid;La_liga;2020
h;2.06148;0.767582;1.293898;0;2;2.2884;l;20/02/2021;L;0;0;1;0;Atletico Madrid;La_liga;2020
a;1.81829;0.409679;1.408611;0;0;2.4557;d;13/03/2021;D;0;1;0;1;Atletico Madrid;La_liga;2020
a;1.23519;0.165573;1.069617;1;2;2.4331;l;23/10/2020;L;0;0;1;0;Valencia;La_liga;2020
h;2.34693;1.05824;1.28869;4;1;2.4174;w;08/11/2020;W;1;0;0;3;Valencia;La_liga;2020
h;2.34115;1.13047;1.21068;2;2;2.3037;d;11/04/2021;D;0;1;0;1;Valencia;La_liga;2020
h;2.07013;0.281482;1.788648;2;0;2.7327;w;18/10/2020;W;1;0;0;3;Athletic Club;La_liga;2020
h;1.51945;0.182818;1.336632;2;0;2.6268;w;18/12/2020;W;1;0;0;3;Athletic Club;La_liga;2020
h;1.38777;0.137448;1.250322;1;0;2.5003;w;03/01/2021;W;1;0;0;3;Athletic Club;La_liga;2020
a;2.36113;0.567254;1.793876;4;0;2.5973;w;15/02/2021;W;1;0;0;3;Athletic Club;La_liga;2020
h;1.72731;0.532399;1.194911;1;1;2.304;d;20/03/2021;D;0;1;0;1;Athletic Club;La_liga;2020
h;1.81094;0.448906;1.362034;0;0;2.5172;d;10/04/2021;D;0;1;0;1;Athletic Club;La_liga;2020
h;1.73076;0.640604;1.090156;2;2;2.2912;d;28/04/2021;D;0;1;0;1;Athletic Club;La_liga;2020
h;2.62077;0.97888;1.64189;1;0;2.4939;w;13/12/2020;W;1;0;0;3;Barcelona;La_liga;2020
h;3.2847;1.97181;1.31289;2;2;2.2501;d;19/12/2020;D;0;1;0;1;Barcelona;La_liga;2020
h;2.05695;0.592271;1.464679;1;1;2.473;d;29/12/2020;D;0;1;0;1;Barcelona;La_liga;2020
a;1.64578;0.490441;1.155339;4;0;2.279;w;09/01/2021;W;1;0;0;3;Barcelona;La_liga;2020
h;2.39005;1.32905;1.061;1;1;2.1759;d;21/02/2021;D;0;1;0;1;Barcelona;La_liga;2020
a;1.58696;0.117061;1.469899;2;0;2.7444;w;27/02/2021;W;1;0;0;3;Barcelona;La_liga;2020
h;1.68796;0.435921;1.252039;1;0;2.3318;w;05/04/2021;W;1;0;0;3;Barcelona;La_liga;2020
a;3.0801;1.27727;1.80283;3;3;2.4627;d;11/05/2021;D;0;1;0;1;Barcelona;La_liga;2020
h;2.10966;0.631271;1.478389;1;2;2.4704;l;16/05/2021;L;0;0;1;0;Barcelona;La_liga;2020
a;1.87714;0.577329;1.299811;2;0;2.3993;w;04/10/2020;W;1;0;0;3;Real Madrid;La_liga;2020
a;3.20848;1.57351;1.63497;3;1;2.4196;w;24/10/2020;W;1;0;0;3;Real Madrid;La_liga;2020
h;2.23898;0.79915;1.43983;4;1;2.4055;w;31/10/2020;W;1;0;0;3;Real Madrid;La_liga;2020
a;1.69653;0.533909;1.162621;1;0;2.4102;w;05/12/2020;W;1;0;0;3;Real Madrid;La_liga;2020
h;2.58032;0.728304;1.852016;3;1;2.5926;w;15/12/2020;W;1;0;0;3;Real Madrid;La_liga;2020
a;2.35916;0.642099;1.717061;3;1;2.559;w;20/12/2020;W;1;0;0;3;Real Madrid;La_liga;2020
h;2.04414;0.79963;1.24451;2;0;2.2901;w;23/12/2020;W;1;0;0;3;Real Madrid;La_liga;2020
h;1.86359;0.0930356;1.7705544;2;0;2.7342;w;09/02/2021;W;1;0;0;3;Real Madrid;La_liga;2020
h;1.96177;0.299961;1.661809;2;0;2.5725;w;03/04/2021;W;1;0;0;3;Real Madrid;La_liga;2020
h;1.6256;0.0721582;1.5534418;2;0;2.6033;w;01/05/2021;W;1;0;0;3;Real Madrid;La_liga;2020
