h_a;xG;xGA;Dif;scored;missed;xpts;result;date;result;wins;draws;loses;pts;team_name;league_name;year
a;0.641431;4.80545;-4.164019;1;5;0.0112;l;27/02/2022;L;0;0;1;0;Espanyol;La_liga;2021
h;0.461119;2.48108;-2.019961;0;3;0.2023;l;25/10/2021;L;0;0;1;0;Getafe;La_liga;2021
a;0.562831;2.64347;-2.080639;1;1;0.2113;d;18/03/2022;D;0;1;0;1;Getafe;La_liga;2021
a;0.484078;3.67402;-3.189942;0;3;0.035;l;15/08/2021;L;0;0;1;0;Rayo Vallecano;La_liga;2021
h;0.786282;2.85731;-2.071028;1;0;0.2088;w;27/10/2021;W;1;0;0;3;Rayo Vallecano;La_liga;2021
a;0.832156;2.95715;-2.124994;1;2;0.1776;l;18/02/2022;L;0;0;1;0;Rayo Vallecano;La_liga;2021
a;0.378333;2.37862;-2.000287;1;3;0.1483;l;17/10/2021;L;0;0;1;0;Valencia;La_liga;2021
a;1.12054;4.1129;-2.99236;1;4;0.0538;l;08/01/2022;L;0;0;1;0;Valencia;La_liga;2021
a;0.313345;2.79507;-2.481725;0;2;0.0892;l;19/04/2022;L;0;0;1;0;Valencia;La_liga;2021
a;0.332521;3.24274;-2.910219;0;4;0.0562;l;27/02/2022;L;0;0;1;0;Athletic Club;La_liga;2021
h;0.627785;4.25983;-3.632045;0;4;0.0495;l;20/03/2022;L;0;0;1;0;Real Madrid;La_liga;2021
a;0.712689;3.11328;-2.400591;0;3;0.1521;l;26/09/2021;L;0;0;1;0;Levante;La_liga;2021
a;0.423407;4.19047;-3.767063;0;5;0.0244;l;03/01/2022;L;0;0;1;0;Levante;La_liga;2021
a;0.552215;3.4866;-2.934385;1;3;0.0672;l;07/03/2022;L;0;0;1;0;Levante;La_liga;2021
a;0.695945;4.89552;-4.199575;0;6;0.0182;l;12/05/2022;L;0;0;1;0;Levante;La_liga;2021
a;0.084571;2.58218;-2.497609;0;0;0.0498;d;23/08/2021;D;0;1;0;1;Celta Vigo;La_liga;2021
a;0.313993;2.32107;-2.007077;0;1;0.1375;l;08/01/2022;L;0;0;1;0;Celta Vigo;La_liga;2021
a;0.527081;2.58641;-2.059329;0;2;0.1994;l;03/10/2021;L;0;0;1;0;Real Betis;La_liga;2021
a;0.521096;2.5506;-2.029504;0;3;0.2256;l;31/10/2021;L;0;0;1;0;Real Betis;La_liga;2021
a;0.605636;2.64328;-2.037644;1;2;0.167;l;23/10/2021;L;0;0;1;0;Villarreal;La_liga;2021
h;0.56422;3.77854;-3.21432;1;4;0.0648;l;21/11/2021;L;0;0;1;0;Granada;La_liga;2021
a;0.773811;3.43761;-2.663799;0;2;0.1227;l;13/02/2022;L;0;0;1;0;Granada;La_liga;2021
h;2.12749;5.34192;-3.21443;1;4;0.1056;l;19/02/2022;L;0;0;1;0;Granada;La_liga;2021
a;0.981555;3.30823;-2.326675;2;4;0.1469;l;08/04/2022;L;0;0;1;0;Granada;La_liga;2021
h;1.15642;4.45893;-3.30251;1;4;0.0767;l;17/04/2022;L;0;0;1;0;Granada;La_liga;2021
a;0.110884;3.90343;-3.792546;0;4;0.0089;l;13/03/2022;L;0;0;1;0;Osasuna;La_liga;2021
a;0.310951;4.85779;-4.546839;1;4;0.0015;l;03/04/2022;L;0;0;1;0;Osasuna;La_liga;2021
h;0.872915;4.60461;-3.731695;1;3;0.0219;l;20/04/2022;L;0;0;1;0;Osasuna;La_liga;2021
a;0.310052;3.87986;-3.569808;2;5;0.017;l;21/12/2021;L;0;0;1;0;Alaves;La_liga;2021
a;0.63724;3.02281;-2.38557;0;3;0.1287;l;19/02/2022;L;0;0;1;0;Alaves;La_liga;2021
a;0.666399;3.04773;-2.381331;0;1;0.1675;l;13/03/2022;L;0;0;1;0;Alaves;La_liga;2021
a;0.518108;2.86429;-2.346182;1;4;0.0855;l;02/04/2022;L;0;0;1;0;Alaves;La_liga;2021
a;0.136283;2.99933;-2.863047;0;4;0.0389;l;07/05/2022;L;0;0;1;0;Alaves;La_liga;2021
a;0.725434;3.82847;-3.103036;2;2;0.0531;d;23/01/2022;D;0;1;0;1;Elche;La_liga;2021
h;0.850008;4.0864;-3.236392;1;2;0.0745;l;06/03/2022;L;0;0;1;0;Elche;La_liga;2021
h;0.169168;2.61258;-2.443412;0;2;0.0542;l;11/05/2022;L;0;0;1;0;Elche;La_liga;2021
h;0.766477;3.32569;-2.559213;1;4;0.1442;l;28/11/2021;L;0;0;1;0;Cadiz;La_liga;2021
a;0.242189;2.79615;-2.553961;0;0;0.1056;d;19/12/2021;D;0;1;0;1;Cadiz;La_liga;2021
a;0.210192;3.13396;-2.923768;0;2;0.0282;l;09/01/2022;L;0;0;1;0;Cadiz;La_liga;2021
a;1.41088;3.4984;-2.08752;1;3;0.2518;l;22/10/2021;L;0;0;1;0;Aston Villa;EPL;2021
a;0.140573;2.71181;-2.571237;0;1;0.0507;l;11/12/2021;L;0;0;1;0;Aston Villa;EPL;2021
h;0.474029;2.8285;-2.354471;1;3;0.0974;l;26/12/2021;L;0;0;1;0;Aston Villa;EPL;2021
a;0.247841;3.3209;-3.073059;2;3;0.0308;l;22/05/2022;L;0;0;1;0;Aston Villa;EPL;2021
a;0.266894;2.61302;-2.346126;0;3;0.1081;l;21/11/2021;L;0;0;1;0;Everton;EPL;2021
h;0.512263;2.86067;-2.348407;1;4;0.1388;l;01/12/2021;L;0;0;1;0;Everton;EPL;2021
a;0.627528;3.20239;-2.574862;1;1;0.1248;d;16/12/2021;D;0;1;0;1;Everton;EPL;2021
a;0.19991;2.72851;-2.5286;0;2;0.0673;l;19/02/2022;L;0;0;1;0;Everton;EPL;2021
a;0.208263;3.24279;-3.034527;0;5;0.0415;l;07/03/2022;L;0;0;1;0;Everton;EPL;2021
a;1.08601;4.35597;-3.26996;1;5;0.0474;l;22/05/2022;L;0;0;1;0;Everton;EPL;2021
a;1.52634;3.79243;-2.26609;1;3;0.1839;l;02/10/2021;L;0;0;1;0;Southampton;EPL;2021
a;0.966132;3.07278;-2.106648;0;4;0.2162;l;27/11/2021;L;0;0;1;0;Southampton;EPL;2021
h;0.353043;2.80917;-2.456127;1;1;0.1031;d;28/12/2021;D;0;1;0;1;Southampton;EPL;2021
a;0.677386;2.99207;-2.314684;1;1;0.1409;d;12/02/2022;D;0;1;0;1;Southampton;EPL;2021
h;0.564726;4.39683;-3.832104;0;6;0.018;l;09/04/2022;L;0;0;1;0;Southampton;EPL;2021
a;0.988574;3.68223;-2.693656;0;3;0.1444;l;07/05/2022;L;0;0;1;0;Southampton;EPL;2021
a;1.05141;3.42058;-2.36917;1;4;0.1395;l;22/05/2022;L;0;0;1;0;Southampton;EPL;2021
h;0.499504;2.57178;-2.072276;0;3;0.1647;l;20/11/2021;L;0;0;1;0;Leicester;EPL;2021
h;0.615892;2.72682;-2.110928;1;0;0.1549;w;28/12/2021;W;1;0;0;3;Leicester;EPL;2021
h;1.95031;4.24711;-2.2968;2;3;0.3056;l;19/01/2022;L;0;0;1;0;Leicester;EPL;2021
a;0.544954;2.72997;-2.185016;0;2;0.176;l;10/02/2022;L;0;0;1;0;Leicester;EPL;2021
a;0.54911;2.93665;-2.38754;0;2;0.1325;l;13/03/2022;L;0;0;1;0;Leicester;EPL;2021
a;0.541084;2.54294;-2.001856;1;2;0.1508;l;17/04/2022;L;0;0;1;0;Leicester;EPL;2021
a;0.644168;2.76793;-2.123762;0;3;0.1891;l;18/09/2021;L;0;0;1;0;Crystal Palace;EPL;2021
a;0.178324;2.82148;-2.643156;0;3;0.0596;l;26/12/2021;L;0;0;1;0;Crystal Palace;EPL;2021
a;0.0250088;2.43928;-2.4142712;0;5;0.0388;l;21/08/2021;L;0;0;1;0;Norwich;EPL;2021
a;0.577292;2.68515;-2.107858;0;1;0.2151;l;11/09/2021;L;0;0;1;0;Norwich;EPL;2021
a;0.267429;3.10509;-2.837661;0;7;0.047;l;23/10/2021;L;0;0;1;0;Norwich;EPL;2021
h;0.154212;2.87539;-2.721178;0;5;0.0342;l;26/12/2021;L;0;0;1;0;Norwich;EPL;2021
a;0.343347;2.89217;-2.548823;0;2;0.0849;l;12/01/2022;L;0;0;1;0;Norwich;EPL;2021
h;0.356755;4.44653;-4.089775;0;4;0.0075;l;12/02/2022;L;0;0;1;0;Norwich;EPL;2021
a;0.66975;3.15449;-2.48474;1;3;0.1656;l;19/02/2022;L;0;0;1;0;Norwich;EPL;2021
a;0.424877;3.08863;-2.663753;0;2;0.0835;l;25/02/2022;L;0;0;1;0;Norwich;EPL;2021
h;0.77895;3.25894;-2.47999;0;4;0.0798;l;08/05/2022;L;0;0;1;0;Norwich;EPL;2021
h;0.310789;3.815;-3.504211;0;5;0.0217;l;22/05/2022;L;0;0;1;0;Norwich;EPL;2021
a;0.171763;2.72187;-2.550107;1;2;0.0579;l;28/11/2021;L;0;0;1;0;West Ham;EPL;2021
a;0.338855;2.81482;-2.475965;0;2;0.0943;l;15/12/2021;L;0;0;1;0;West Ham;EPL;2021
a;0.0775646;2.89372;-2.8161554;0;3;0.0144;l;11/09/2021;L;0;0;1;0;Tottenham;EPL;2021
h;0.630099;3.64132;-3.011221;0;2;0.0659;l;22/08/2021;L;0;0;1;0;Arsenal;EPL;2021
a;0.116805;4.47273;-4.355925;0;5;0.0063;l;28/08/2021;L;0;0;1;0;Arsenal;EPL;2021
a;0.268025;3.97374;-3.705715;0;4;0.0067;l;20/11/2021;L;0;0;1;0;Arsenal;EPL;2021
a;0.387446;3.42522;-3.037774;0;3;0.0517;l;12/05/2022;L;0;0;1;0;Arsenal;EPL;2021
h;1.19077;3.46036;-2.26959;2;2;0.1282;d;28/08/2021;D;0;1;0;1;Newcastle United;EPL;2021
a;0.622042;2.77326;-2.151218;1;4;0.1559;l;11/09/2021;L;0;0;1;0;Newcastle United;EPL;2021
h;0.157616;2.16608;-2.008464;0;3;0.0815;l;30/10/2021;L;0;0;1;0;Newcastle United;EPL;2021
a;0.185383;2.84493;-2.659547;0;2;0.0531;l;27/11/2021;L;0;0;1;0;Newcastle United;EPL;2021
a;0.2064;2.93912;-2.73272;1;3;0.033;l;16/12/2021;L;0;0;1;0;Newcastle United;EPL;2021
h;0.174208;3.64686;-3.472652;0;4;0.012;l;19/12/2021;L;0;0;1;0;Newcastle United;EPL;2021
a;0.538152;3.6081;-3.069948;1;5;0.0733;l;03/04/2022;L;0;0;1;0;Newcastle United;EPL;2021
h;0.115353;2.73435;-2.618997;0;1;0.028;l;30/04/2022;L;0;0;1;0;Newcastle United;EPL;2021
a;0.995099;4.05613;-3.061031;0;5;0.0839;l;08/05/2022;L;0;0;1;0;Newcastle United;EPL;2021
h;1.35584;4.04765;-2.69181;0;5;0.1523;l;24/10/2021;L;0;0;1;0;Manchester United;EPL;2021
a;0.361782;2.74434;-2.382558;1;4;0.1121;l;06/03/2022;L;0;0;1;0;Manchester United;EPL;2021
a;0.110227;2.25967;-2.149443;0;4;0.1002;l;19/04/2022;L;0;0;1;0;Manchester United;EPL;2021
h;0.185407;2.55922;-2.373813;0;2;0.0432;l;11/09/2021;L;0;0;1;0;Watford;EPL;2021
h;0.302302;3.65553;-3.353228;0;5;0.0189;l;16/10/2021;L;0;0;1;0;Watford;EPL;2021
h;0.675105;4.03223;-3.357125;1;3;0.0801;l;04/12/2021;L;0;0;1;0;Watford;EPL;2021
a;0.42632;3.68;-3.25368;1;5;0.0409;l;23/04/2022;L;0;0;1;0;Watford;EPL;2021
a;0.255373;2.49142;-2.236047;0;1;0.0935;l;07/05/2022;L;0;0;1;0;Watford;EPL;2021
a;0.575755;2.59231;-2.016555;1;2;0.2169;l;22/05/2022;L;0;0;1;0;Watford;EPL;2021
a;0.674072;3.00585;-2.331778;1;1;0.1748;d;06/11/2021;D;0;1;0;1;Burnley;EPL;2021
h;1.1695;3.57376;-2.40426;1;4;0.1408;l;23/10/2021;L;0;0;1;0;Brighton;EPL;2021
a;0.25416;2.65161;-2.39745;0;2;0.0798;l;06/11/2021;L;0;0;1;0;Wolverhampton Wanderers;EPL;2021
h;0.095167;2.42332;-2.328153;0;1;0.0681;l;04/12/2021;L;0;0;1;0;Wolverhampton Wanderers;EPL;2021
a;0.0762839;2.99915;-2.9228661;0;1;0.0325;l;11/12/2021;L;0;0;1;0;Wolverhampton Wanderers;EPL;2021
h;0.525912;2.90679;-2.380878;0;3;0.1178;l;30/04/2022;L;0;0;1;0;Wolverhampton Wanderers;EPL;2021
h;0.411857;3.39304;-2.981183;1;5;0.0534;l;11/05/2022;L;0;0;1;0;Wolverhampton Wanderers;EPL;2021
a;1.11708;3.19385;-2.07677;1;3;0.2766;l;22/05/2022;L;0;0;1;0;Wolverhampton Wanderers;EPL;2021
a;0.376656;3.49099;-3.114334;0;3;0.061;l;16/01/2022;L;0;0;1;0;Brentford;EPL;2021
h;0.652514;4.4016;-3.749086;0;3;0.0453;l;12/09/2021;L;0;0;1;0;Leeds;EPL;2021
a;0.227498;3.31349;-3.085992;0;7;0.0453;l;14/12/2021;L;0;0;1;0;Leeds;EPL;2021
h;1.31408;3.69008;-2.376;1;4;0.2098;l;18/12/2021;L;0;0;1;0;Leeds;EPL;2021
a;0.242668;2.58561;-2.342942;0;3;0.0782;l;12/02/2022;L;0;0;1;0;Leeds;EPL;2021
a;0.141547;5.3303;-5.188753;0;6;0.0015;l;23/02/2022;L;0;0;1;0;Leeds;EPL;2021
a;0.696785;2.7227;-2.025915;1;2;0.2201;l;08/05/2022;L;0;0;1;0;Leeds;EPL;2021
h;0.729378;3.44913;-2.719752;1;5;0.1395;l;17/10/2021;L;0;0;1;0;Bayer Leverkusen;Bundesliga;2021
a;0.446465;3.31148;-2.865015;0;4;0.0833;l;23/10/2021;L;0;0;1;0;Hoffenheim;Bundesliga;2021
h;0.734658;3.44423;-2.709572;0;4;0.0863;l;14/08/2021;L;0;0;1;0;Augsburg;Bundesliga;2021
a;0.191653;3.97075;-3.779097;0;3;0.0051;l;26/09/2021;L;0;0;1;0;Augsburg;Bundesliga;2021
a;0.664542;4.13366;-3.469118;1;4;0.0333;l;22/10/2021;L;0;0;1;0;Augsburg;Bundesliga;2021
a;0.749744;2.76228;-2.012536;1;3;0.2221;l;08/01/2022;L;0;0;1;0;Augsburg;Bundesliga;2021
a;1.21255;3.51884;-2.30629;1;5;0.2422;l;22/01/2022;L;0;0;1;0;Augsburg;Bundesliga;2021
a;0.173579;3.4379;-3.264321;0;4;0.0216;l;08/05/2022;L;0;0;1;0;Augsburg;Bundesliga;2021
a;0.575566;4.25513;-3.679564;0;5;0.0308;l;28/08/2021;L;0;0;1;0;Hertha Berlin;Bundesliga;2021
a;0.341267;4.25065;-3.909383;0;6;0.0156;l;25/09/2021;L;0;0;1;0;Hertha Berlin;Bundesliga;2021
a;0.393369;3.10591;-2.712541;0;4;0.0751;l;14/12/2021;L;0;0;1;0;Hertha Berlin;Bundesliga;2021
h;0.847937;5.18503;-4.337093;1;4;0.032;l;23/01/2022;L;0;0;1;0;Hertha Berlin;Bundesliga;2021
h;1.0916;3.42076;-2.32916;1;6;0.177;l;20/02/2022;L;0;0;1;0;Hertha Berlin;Bundesliga;2021
a;1.54627;3.66711;-2.12084;0;3;0.2864;l;26/02/2022;L;0;0;1;0;Hertha Berlin;Bundesliga;2021
a;0.319779;3.55391;-3.234131;1;4;0.0306;l;08/01/2022;L;0;0;1;0;Mainz 05;Bundesliga;2021
a;0.613976;3.6526;-3.038624;0;5;0.0432;l;22/04/2022;L;0;0;1;0;Mainz 05;Bundesliga;2021
a;0.84748;4.80258;-3.9551;1;4;0.0413;l;11/12/2021;L;0;0;1;0;Borussia M.Gladbach;Bundesliga;2021
h;1.44472;6.49734;-5.05262;1;2;0.0196;l;15/01/2022;L;0;0;1;0;Borussia M.Gladbach;Bundesliga;2021
a;0.769068;3.59589;-2.826822;0;6;0.0712;l;20/02/2022;L;0;0;1;0;Borussia M.Gladbach;Bundesliga;2021
h;1.22196;3.51831;-2.29635;1;3;0.2173;l;02/10/2021;L;0;0;1;0;Wolfsburg;Bundesliga;2021
a;1.41635;4.31291;-2.89656;0;4;0.1546;l;17/12/2021;L;0;0;1;0;Wolfsburg;Bundesliga;2021
h;0.594345;3.99211;-3.397765;1;1;0.0299;d;30/10/2021;D;0;1;0;1;Eintracht Frankfurt;Bundesliga;2021
h;1.04709;4.98146;-3.93437;0;5;0.0433;l;14/12/2021;L;0;0;1;0;VfB Stuttgart;Bundesliga;2021
a;0.957893;3.08002;-2.122127;2;3;0.2234;l;22/08/2021;L;0;0;1;0;FC Cologne;Bundesliga;2021
a;0.484187;4.18974;-3.705553;0;5;0.0165;l;15/10/2021;L;0;0;1;0;FC Cologne;Bundesliga;2021
h;1.0312;3.87329;-2.84209;0;4;0.1439;l;15/01/2022;L;0;0;1;0;FC Cologne;Bundesliga;2021
a;1.11893;3.83676;-2.71783;1;2;0.1214;l;14/05/2022;L;0;0;1;0;FC Cologne;Bundesliga;2021
a;0.910798;3.16849;-2.257692;1;2;0.2158;l;06/11/2021;L;0;0;1;0;Freiburg;Bundesliga;2021
h;0.754263;3.15613;-2.401867;1;4;0.1662;l;02/04/2022;L;0;0;1;0;Freiburg;Bundesliga;2021
h;0.347898;4.30091;-3.953012;1;4;0.0078;l;11/09/2021;L;0;0;1;0;RasenBallsport Leipzig;Bundesliga;2021
a;0.211083;2.88876;-2.677677;0;2;0.0467;l;20/11/2021;L;0;0;1;0;RasenBallsport Leipzig;Bundesliga;2021
a;1.14392;3.76492;-2.621;1;2;0.161;l;03/12/2021;L;0;0;1;0;RasenBallsport Leipzig;Bundesliga;2021
h;0.744794;3.14739;-2.402596;2;5;0.0938;l;30/10/2021;L;0;0;1;0;Union Berlin;Bundesliga;2021
h;0.447571;2.96917;-2.521599;0;4;0.1146;l;03/10/2021;L;0;0;1;0;Arminia Bielefeld;Bundesliga;2021
h;0.497896;2.97383;-2.475934;1;2;0.1203;l;30/10/2021;L;0;0;1;0;Arminia Bielefeld;Bundesliga;2021
a;0.385377;2.67728;-2.291903;0;1;0.1721;l;27/11/2021;L;0;0;1;0;Arminia Bielefeld;Bundesliga;2021
a;0.652006;4.16571;-3.513704;0;2;0.0548;l;13/02/2022;L;0;0;1;0;Arminia Bielefeld;Bundesliga;2021
a;0.307307;3.05247;-2.745163;0;3;0.0767;l;26/02/2022;L;0;0;1;0;Arminia Bielefeld;Bundesliga;2021
a;0.236164;4.32637;-4.090206;0;4;0.0071;l;19/03/2022;L;0;0;1;0;Arminia Bielefeld;Bundesliga;2021
h;0.463135;3.49911;-3.035975;0;3;0.0667;l;17/04/2022;L;0;0;1;0;Arminia Bielefeld;Bundesliga;2021
a;1.31466;4.25968;-2.94502;1;5;0.1551;l;14/08/2021;L;0;0;1;0;Greuther Fuerth;Bundesliga;2021
a;0.304223;2.79493;-2.490707;0;3;0.099;l;28/08/2021;L;0;0;1;0;Greuther Fuerth;Bundesliga;2021
a;0.307559;2.47443;-2.166871;0;4;0.1542;l;20/11/2021;L;0;0;1;0;Greuther Fuerth;Bundesliga;2021
a;0.279746;2.4319;-2.152154;1;7;0.1312;l;04/12/2021;L;0;0;1;0;Greuther Fuerth;Bundesliga;2021
h;0.651835;3.48459;-2.832755;0;2;0.0999;l;09/04/2022;L;0;0;1;0;Greuther Fuerth;Bundesliga;2021
a;0.297792;2.78774;-2.489948;0;1;0.0916;l;14/08/2021;L;0;0;1;0;Bochum;Bundesliga;2021
a;0.721445;2.91135;-2.189905;1;2;0.1952;l;28/08/2021;L;0;0;1;0;Bochum;Bundesliga;2021
a;1.23312;6.88189;-5.64877;0;7;8.00E-04;l;18/09/2021;L;0;0;1;0;Bochum;Bundesliga;2021
a;0.427462;2.45736;-2.029898;0;3;0.1944;l;16/04/2022;L;0;0;1;0;Bochum;Bundesliga;2021
a;0.391265;3.37468;-2.983415;2;3;0.0514;l;14/05/2022;L;0;0;1;0;Bochum;Bundesliga;2021
h;1.07974;3.12506;-2.04532;1;3;0.1584;l;08/05/2022;L;0;0;1;0;Verona;Serie_A;2021
a;0.861234;3.01902;-2.157786;1;3;0.1604;l;06/01/2022;L;0;0;1;0;Roma;Serie_A;2021
a;0.24655;3.47807;-3.23152;0;2;0.0108;l;12/09/2021;L;0;0;1;0;Lazio;Serie_A;2021
a;1.42458;3.536;-2.11142;1;4;0.3172;l;24/10/2021;L;0;0;1;0;Lazio;Serie_A;2021
h;0.254933;2.76719;-2.512257;0;2;0.0636;l;20/11/2021;L;0;0;1;0;Lazio;Serie_A;2021
a;0.358377;2.47701;-2.118633;0;3;0.1072;l;20/03/2022;L;0;0;1;0;Lazio;Serie_A;2021
a;0.855616;4.28011;-3.424494;1;6;0.0535;l;18/09/2021;L;0;0;1;0;Bologna;Serie_A;2021
a;0.251648;2.67727;-2.425622;0;3;0.0678;l;28/10/2021;L;0;0;1;0;Bologna;Serie_A;2021
h;0.243458;3.30273;-3.059272;0;4;0.0206;l;20/09/2021;L;0;0;1;0;Udinese;Serie_A;2021
h;0.725694;3.65946;-2.933766;2;6;0.0939;l;09/01/2022;L;0;0;1;0;Udinese;Serie_A;2021
h;0.102684;2.34272;-2.240036;0;2;0.0881;l;21/11/2021;L;0;0;1;0;Genoa;Serie_A;2021
a;0;3.00541;-3.00541;0;2;0.0115;l;05/12/2021;L;0;0;1;0;Genoa;Serie_A;2021
a;0.0786195;3.75618;-3.6775605;0;6;0.0063;l;17/01/2022;L;0;0;1;0;Genoa;Serie_A;2021
a;0.600946;2.62795;-2.027004;2;3;0.1774;l;26/09/2021;L;0;0;1;0;Sampdoria;Serie_A;2021
a;0.249004;2.61562;-2.366616;0;3;0.043;l;30/10/2021;L;0;0;1;0;Sampdoria;Serie_A;2021
a;0.634027;2.87335;-2.239323;1;3;0.1711;l;30/11/2021;L;0;0;1;0;Sampdoria;Serie_A;2021
a;0.476071;2.69433;-2.218259;0;4;0.1727;l;28/02/2022;L;0;0;1;0;Sampdoria;Serie_A;2021
a;0.836763;2.96426;-2.127497;0;3;0.2193;l;22/05/2022;L;0;0;1;0;Sampdoria;Serie_A;2021
h;0.85553;4.11644;-3.26091;2;4;0.0732;l;16/01/2022;L;0;0;1;0;Sassuolo;Serie_A;2021
a;0.628281;3.25065;-2.622369;1;1;0.1125;d;23/01/2022;D;0;1;0;1;Sassuolo;Serie_A;2021
a;1.15108;3.24407;-2.09299;1;6;0.289;l;30/04/2022;L;0;0;1;0;Sassuolo;Serie_A;2021
h;0.293355;4.00571;-3.712355;0;3;0.0251;l;22/05/2022;L;0;0;1;0;Sassuolo;Serie_A;2021
a;1.50237;3.52091;-2.01854;2;2;0.2975;d;25/09/2021;D;0;1;0;1;Atalanta;Serie_A;2021
h;1.27003;3.74719;-2.47716;1;2;0.2125;l;18/04/2022;L;0;0;1;0;Atalanta;Serie_A;2021
h;0.575048;3.83506;-3.260012;1;4;0.0459;l;17/10/2021;L;0;0;1;0;Empoli;Serie_A;2021
h;0.542985;3.07924;-2.536255;0;2;0.1296;l;27/10/2021;L;0;0;1;0;Empoli;Serie_A;2021
h;1.02555;4.0481;-3.02255;1;5;0.0771;l;09/01/2022;L;0;0;1;0;Empoli;Serie_A;2021
h;0.722045;3.02504;-2.302995;1;3;0.1302;l;01/05/2022;L;0;0;1;0;Empoli;Serie_A;2021
a;0.682871;5.56052;-4.877649;2;4;0.0098;l;06/05/2022;L;0;0;1;0;Empoli;Serie_A;2021
a;0.290017;3.27816;-2.988143;1;0;0.0673;w;21/05/2022;W;1;0;0;3;Empoli;Serie_A;2021
a;0.472644;2.52401;-2.051366;0;4;0.1443;l;10/01/2022;L;0;0;1;0;Fiorentina;Serie_A;2021
h;0.516826;2.72468;-2.207854;0;3;0.1252;l;20/05/2022;L;0;0;1;0;Torino;Serie_A;2021
a;0.406709;2.67169;-2.264981;1;4;0.1337;l;29/08/2021;L;0;0;1;0;Cagliari;Serie_A;2021
a;0.119909;3.1216;-3.001691;0;3;0.0254;l;24/10/2021;L;0;0;1;0;Cagliari;Serie_A;2021
h;0.510728;3.54195;-3.031222;1;2;0.0711;l;06/11/2021;L;0;0;1;0;Cagliari;Serie_A;2021
a;1.23102;3.47952;-2.2485;2;2;0.2121;d;21/11/2021;D;0;1;0;1;Cagliari;Serie_A;2021
a;0.222398;3.63912;-3.416722;0;4;0.0187;l;12/12/2021;L;0;0;1;0;Cagliari;Serie_A;2021
h;0.596491;2.68261;-2.086119;0;3;0.1834;l;05/03/2022;L;0;0;1;0;Cagliari;Serie_A;2021
a;0.256503;5.37396;-5.117457;1;5;0.0014;l;03/04/2022;L;0;0;1;0;Cagliari;Serie_A;2021
a;1.03088;3.28935;-2.25847;2;2;0.1744;d;23/08/2021;D;0;1;0;1;Spezia;Serie_A;2021
a;0.0882599;2.8175;-2.7292401;0;3;0.0382;l;31/10/2021;L;0;0;1;0;Spezia;Serie_A;2021
a;0.25153;2.85144;-2.59991;0;2;0.0796;l;01/12/2021;L;0;0;1;0;Spezia;Serie_A;2021
h;0.364313;4.55711;-4.192797;0;1;0.015;l;27/02/2022;L;0;0;1;0;Spezia;Serie_A;2021
a;0.28431;2.44051;-2.1562;1;4;0.1204;l;18/03/2022;L;0;0;1;0;Spezia;Serie_A;2021
h;0.413811;2.74371;-2.329899;1;3;0.1595;l;15/04/2022;L;0;0;1;0;Spezia;Serie_A;2021
a;0.252452;2.9969;-2.744448;0;4;0.0644;l;12/09/2021;L;0;0;1;0;Salernitana;Serie_A;2021
h;0.461655;2.54436;-2.082705;0;2;0.133;l;30/11/2021;L;0;0;1;0;Salernitana;Serie_A;2021
a;0.194258;2.58223;-2.387972;0;2;0.1003;l;04/12/2021;L;0;0;1;0;Salernitana;Serie_A;2021
h;1.09173;3.31333;-2.2216;0;5;0.2664;l;17/12/2021;L;0;0;1;0;Salernitana;Serie_A;2021
a;0.0822889;4.54865;-4.4663611;1;4;0.003;l;23/01/2022;L;0;0;1;0;Salernitana;Serie_A;2021
a;0.836976;4.69296;-3.855984;0;5;0.0384;l;04/03/2022;L;0;0;1;0;Salernitana;Serie_A;2021
a;0.908926;3.01783;-2.108904;0;3;0.2382;l;27/08/2021;L;0;0;1;0;Venezia;Serie_A;2021
h;0.192519;2.60343;-2.410911;0;2;0.0864;l;27/11/2021;L;0;0;1;0;Venezia;Serie_A;2021
a;0.520194;2.90312;-2.382926;0;4;0.1343;l;30/11/2021;L;0;0;1;0;Venezia;Serie_A;2021
h;0.511301;3.87292;-3.361619;0;3;0.0195;l;09/01/2022;L;0;0;1;0;Venezia;Serie_A;2021
a;0.222828;2.86895;-2.646122;1;2;0.0405;l;22/01/2022;L;0;0;1;0;Venezia;Serie_A;2021
a;0.974017;3.53339;-2.559373;1;3;0.1653;l;27/02/2022;L;0;0;1;0;Venezia;Serie_A;2021
a;0.131667;3.78568;-3.654013;0;1;0.0059;l;16/04/2022;L;0;0;1;0;Venezia;Serie_A;2021
h;0.703396;3.55103;-2.847634;1;3;0.0777;l;23/04/2022;L;0;0;1;0;Venezia;Serie_A;2021
a;0.343274;3.01714;-2.673866;1;1;0.0846;d;14/05/2022;D;0;1;0;1;Venezia;Serie_A;2021
h;0.863815;3.0381;-2.174285;1;5;0.2174;l;06/02/2022;L;0;0;1;0;Lille;Ligue_1;2021
a;0.598432;2.99625;-2.397818;0;3;0.0855;l;01/05/2022;L;0;0;1;0;Lille;Ligue_1;2021
a;0.563626;3.52308;-2.959454;0;2;0.0672;l;03/10/2021;L;0;0;1;0;Marseille;Ligue_1;2021
a;0.274573;2.58386;-2.309287;0;2;0.1299;l;25/09/2021;L;0;0;1;0;Montpellier;Ligue_1;2021
a;0.298729;3.99657;-3.697841;0;2;0.0327;l;20/11/2021;L;0;0;1;0;Montpellier;Ligue_1;2021
